provincia_nombre,provincia_id,institucion_nombre,variable_nombre,variable_periodo,variable_tipo_proceso,variable_duracion_dias,variable_cantidad
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,399,5
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,400,4
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,401,4
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,402,6
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,403,4
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,404,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,405,4
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,408,3
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,409,5
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,410,6
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,411,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,412,4
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,413,3
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,414,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,415,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,416,3
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,417,4
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,418,4
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,419,3
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,420,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,421,7
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,423,4
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,424,3
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,425,6
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,426,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,427,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,428,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,429,3
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,430,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,431,3
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,432,5
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,433,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,434,5
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,435,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,436,5
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,437,4
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,438,4
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,439,3
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,440,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,441,5
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,442,8
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,443,4
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,444,9
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,445,4
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,446,3
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,447,5
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,448,4
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,449,5
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,450,5
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,451,4
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,452,4
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,453,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,454,4
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,455,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,456,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,457,3
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,458,4
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,459,3
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,460,3
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,461,3
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,462,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,463,3
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,464,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,465,4
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,466,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,467,3
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,468,3
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,469,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,470,3
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,471,6
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,472,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,473,4
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,475,6
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,476,3
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,477,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,478,5
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,479,4
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,480,4
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,481,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,482,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,483,3
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,484,3
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,485,3
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,486,5
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,487,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,488,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,489,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,490,3
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,491,8
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,492,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,493,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,494,3
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,495,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,496,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,497,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,498,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,499,4
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,500,5
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,501,4
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,502,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,504,5
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,505,5
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,506,6
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,507,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,508,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,509,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,510,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,513,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,514,3
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,515,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,517,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,518,4
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,520,3
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,521,3
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,522,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,523,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,524,3
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,525,4
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,526,5
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,527,3
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,528,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,529,3
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,530,6
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,532,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,533,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,534,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,535,3
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,536,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,537,3
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,539,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,540,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,541,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,542,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,543,3
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,544,4
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,545,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,546,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,547,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,548,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,549,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,550,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,553,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,554,4
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,555,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,556,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,557,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,558,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,559,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,560,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,561,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,562,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,563,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,565,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,567,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,569,3
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,570,4
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,571,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,572,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,573,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,574,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,576,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,577,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,578,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,579,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,580,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,581,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,582,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,584,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,585,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,586,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,587,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,588,3
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,589,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,590,3
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,591,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,592,4
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,593,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,595,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,596,3
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,597,3
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,598,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,599,5
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,600,4
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,601,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,603,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,604,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,605,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,606,4
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,608,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,609,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,610,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,612,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,614,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,615,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,617,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,619,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,621,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,622,3
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,623,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,624,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,625,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,627,3
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,628,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,629,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,630,3
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,632,3
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,635,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,636,3
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,641,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,642,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,643,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,644,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,645,4
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,646,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,647,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,648,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,651,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,652,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,656,1
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,659,2
Mendoza,50,Ministerio Público Fiscal,Fecha inicio - Acusación / Requerimiento de elevación a juicio,2016-2017,Todos,660,1
